clean_text,main_label,sub_label
"- Worked Collaboratively with development team on LDAP, SCOM, Email Integration using Web Services, SOAP, REST API’s.",content,experience
- Implemented Service Catalogs and Configured Employee Self Service Portals for Clients.,content,experience
- Handled BAU Operations as a part of Administrator to fix day to day issues on various Modules,content,experience
"- Configured ACLs, Business Rules, Client Scripts, Server Scripts, Workflows for Modules.",content,experience
"- Worked on Domain Separation, Record Producers, Workflow Editor, Wizards, Reporting by following best practices.",content,experience
- Worked with process teams collaboratively and attended ITIL workshops and seminars to attain sound knowledge of ITIL framework.,content,experience
Certifications,header,education
· ServiceNow Certified System Administrator (January 2015),content,education
Nirav Doshi,meta,others
Career objective,meta,others
"To achieve new heights in the field of Business Development, Strategic Marketing and After Sales Operations with the growth of the Organization",meta,others
Education Qualification,header,education
EDUCATION,header,education
YEAR OF PASSING,content,education
COLLEGE / SCHOOL,content,education
UNIVERSITY / BOARD,content,education
PERCENTAGE,content,education
PGP (Mktg),content,education
2008,content,education
MIT SOB (PUNE),content,education
AUTONOMOUS,content,education
64.02%,content,education
(Aggregate),content,education
B.M.S.(Mktg),content,education
2005,content,education
BIRLA COLLEGE (KALYAN),content,education
MUMBAI UNIVERSITY,content,education
60%,content,education
H.S.C,content,education
2002,content,education
C.H.M. COLLEGE (ULHASNAGAR),content,education
MAHARASHTRA BOARD,content,education
59%,content,education
(Second Class),content,education
S.S.C,content,education
2000,content,education
PMM INNER WHEEL SCHOOL (AMBARNATH),content,education
MAHARASHTRA,content,education
BOARD,content,education
69%,content,education
(First Class),content,education
PROJECT UNDERTAKEN,header,project
· NAME OF COMPANY: Honeywell Automation India Limited,content,project
· BRANCH: Marketing Research,content,project
· PROJECT TITLE: Strategic Business Planning For Honeywell’s Pharmaceutical Sector Automation Solutions,content,project
· DURATION: Two Months,content,project
extra curricular activities,content,project
· Member of Youth Hostels Association of India.,content,project
"· Selected in all India Programme, “SHODH MARATHI MANACHA” held in MIT.",content,project
· Selected for various events at College levels.,content,project
Professional experience,header,experience
· Global Innovsource Solutions Pvt. Ltd.,content,experience
"Asst. Manager - Business Development, Staffing and Facilities.",content,experience
From: July 2011 till date.,content,experience
Responsibilities:,header,experience
1. Providing recruitment and staffing support across the industry.,content,experience
"2. Meeting recruiters, HR Managers and briefing them on Database and other software used for recruitment and staffing process.",content,experience
3. Exploring new areas for recruitment and staffing in the SME Sector.,content,experience
4. Providing after sales support to the clients and maintaining good relationship with them.,content,experience
· HDFC Bank Limited,content,experience
Acquisition Manager - Premier Banking,content,experience
From: Jan 2011 to July 2011,content,experience
Responsibilities:,header,experience
1. Acquire New Premier Relations for the Bank,content,experience
2. Handle the Investment Portfolio of HNI and NRI clients of the Bank.,content,experience
3. Cross sell various Asset Products.,content,experience
4. Exploring new acquisition avenues through activities and research.,content,experience
· All Check Deals India Pvt Ltd (A naukri.com Group Co.),content,experience
"Sr. Executive, Residential Services",content,experience
From: July 2009 to Dec 2010,content,experience
Responsibilities:,header,experience
"1. Meeting HNI’s and NRI clients and giving them various investment proposals, briefing them about the product, convincing the customers.",content,experience
2. Converting prospects into customers and achieving sales targets.,content,experience
3. Providing after sales support to clients and create relationship with them.,content,experience
4. Exploring new investment avenues through Market Research.,content,experience
Achievements: Topped PAN India for the month of June 2010,content,experience
"Achieved the Sales target for Q2, Q3 (Dec 2009) and Yearend target for March 2010.",content,experience
· Info Edge India Limited (naukri.com),content,experience
Sr. Executive,content,experience
From: June 2008 to July 2009.,content,experience
Responsibilities: (Corporate Sales),content,experience
"1. Meeting Recruiters, HR Managers and briefing them on the Database and other Software used for Recruitment Process.",content,experience
2. Streamlining the process of recruitment with the Consultants.,content,experience
3. Exploring new areas for recruitment in the SME Sector.,content,experience
4. Providing recruitment support across the Industry.,content,experience
Achievements: Sales target for Q2 (2008-09) and the Yearend target for March 2009.,header,others
Languages Known,header,knowledge
"· English, Hindi, Marathi (Read, Write and Speak)",content,knowledge
personal Information,header,others
Date of Birth,header,others
: 15/09/1984,meta,others
Gender : MALE,meta,others
Nationality,header,others
: INDIAN,meta,others
Marital Status : Married,meta,others
Location Preference : Mumbai / Pune,meta,others
"Hobbies : Driving, Listening Music, Travelling, Trekking",meta,others
"Permanent Address: Plot No.133, Kansai Section, Ambarnath, PIN – 421 501, Dist. Thane, MS",meta,others
Family Background: FATHER: Retd. (Nicholas Piramal).,meta,others
MOTHER: Service (Central Govt. - Railways),meta,others
WIFE: Presently on Pregnancy Leave,meta,others
Date:,header,experience
Place: Mumbai,meta,others
(Nachiket A. Likhite),meta,others
Nachiket A. Likhite,meta,others
E-mail: � HYPERLINK “mailto:nalikhite@gmail.com” ��nalikhite@gmail.com�,meta,others
Contact: M: 98209 97917,meta,others
CONTACT NO: 9226759751,meta,others
Rama Anjali.P,meta,others
"Plot # 37, Princess Sarah Hostel,",meta,others
"Seshadhripuram 1st cross street, Baby Nagar, Velachery",meta,others
Chennai – 600042,meta,others
Cell # +91-9597210560,meta,others
E-mail ID:anjalisiims@gmail.com,meta,others
CAREER OBJECTIVE:,header,others
· To succeed in an environment of growth and excellence and earn a job which provides me job Satisfaction and self-development and help me achieve personal as well as organization goals.,content,others
WORK EXPERIENCE:,header,experience
· Assistant Accountant - 1st October 2016 to till date,content,experience
"· Progressed to Job Level 2A as team member in RTR, Infosys BPO Limited, Chennai.",content,experience
· Junior Accountant – 17th November 2014 to 30th September 2016,content,experience
"· Worked as Job Level 2B as team member in RTR, Infosys BPO Limited, Chennai.",content,experience
· Accountant – 11th September 2013 to 10th November 2014 as Accountant in,content,experience
"DIVINE WIND TECHNIK, Udumalpet.",content,experience
"· Involved in Payroll related activities (PF, ESI calculations,",content,experience
"· Invoice preparation, Wind Mill Reading Calculations",content,experience
ROLES AND RESPONSIBILITES:,header,experience
"· Working on month end activities, SAP Transaction code runs",content,experience
PERFORMING MONTHLY ACTIVITES SUCH AS:,header,experience
· Preparing journal entries and posting entries for Bank transactions,content,experience
· Posting Journal entries from External,content,experience
· Reconciliation preparation for Bank accounts and GL accounts in Black Line,content,experience
"· In-transit accounts clearing,",content,experience
"· Monthly Accrual Entries, Recurring Entries Setup and postings",content,experience
· Forex Run,content,experience
PREPARING REPORTS LIKE:,header,experience
"· ICS documentation, Intermediate accounts monthly repory",content,experience
"· Direct Debit Report, BCS vs SAP",content,experience
PROJECTS INVOLVED:,header,project
· DMB -Lean,content,experience
EDUCATIONAL QUALIFICATION:,header,education
· MBA 2011-2013,content,education
CGPA of 66,content,education
Sakthi Institute of Information and Management Studies,content,education
"Anna University, Chennai",content,education
· B.COM. 2008-2011,content,education
CGPA of 66,content,education
Vidyasagar college of Arts and Science,content,education
"Bharathiyar University, Coimbatore",content,education
· H.S.C. 2007-2008,content,education
Percentage of 79.4,content,education
"Sri Visalakshi Girls Hr. Sec. School, Udumalpet",content,education
· S.S.L.C 2006 – 2007,content,education
Percentage of 65.2,content,education
"Sri Visalakshi Girls Hr. Sec. School, Udumalpet",content,education
ACCOUNTING SOFTWARES:,header,knowledge
· SAP R/3,content,knowledge
· Tally (Basic),content,knowledge
"· MS Excel,",content,knowledge
TRAINING @ INFOSYS:,header,education
· T100 – Training related to Accounting fundamentals,content,education
· Milestone 2.0,content,education
· Lean Basic,content,education
· Certified Transaction Monitoring,content,education
ACHIEVEMENTS:,header,others
· SPOT Award,content,others
· Team Extra Miler award,content,others
PERSONAL DETAILS:,header,others
Date : 11/05/1991,meta,others
Gender : Male,meta,others
Age : 25,meta,others
Nationality : Indian,meta,others
"Linguistic knowledge: English & Tamil (Read, write & speak)",meta,knowledge
Marital status : Single,meta,others
Date :,header,others
Place : RAMA ANJALI P,meta,others
DEEPALI.D.SINGH,meta,others
"ContactNo:+918082193997,+919967968230",meta,others
Mumbai-13 Email-deepalisingh899@gmail.com,meta,others
CAREEROBJECTIVE,header,others
Togetelevatedwithinmychosenfieldthatwillchallengemeandallowmeto,content,others
"usemyeducation,skillsandpastexperiencesinawaythatismutuallybeneficialto",content,others
both myselfand organization forfuturegrowth and advancement.To getthe,content,others
opportunitytoworkasananalystandutilizingmyanalyticalandmethodicalskillsin,content,others
accomplishingthecompany’sgoalsandvisions.,content,others
ACADEMICQUALIFICATIONS,header,education
DEGREE/,content,education
COURSE,content,education
INSTITUTION BOARD/UNIVERSITY YEAROF,content,education
PASSING,content,education
PERCENTAGE,content,education
/CGPA,content,education
B.E.(IT) PVPPCollege,content,education
ofEngineering,content,education
MumbaiUniversity August-2017,content,education
5.89,content,education
HSC,content,education
(SCIENCE),content,education
M.D.Collegeof,content,education
ArtsAnd,content,education
Science,content,education
MaharashtraState,content,education
Board,content,education
February—,content,education
2013,content,education
64.67%,content,education
SSC SVMEnglish,content,education
MediumHigh,content,education
School,content,education
MaharashtraState,content,education
Board,content,education
March—,content,education
2011,content,education
87.04,content,education
PROJECTS,header,project
 FinalYear–ProjectDescription,content,experience
AndroidDieticianApp-Theapplicationisaccessibleforpeopleofallagegroups.Itcalculatesan,content,experience
individual’sBMI.Javaplatform issuedapplicationdevelopmentusingAndroid,content,experience
"Studio.WeusedFirebaseReal-timeDatabase,soaDatabaseServerwasnot",content,experience
needed.Ittakesuser’sinputandgeneratestheirBMIanddietchart.,content,experience
SKILLS,header,knowledge
Softwareskills,header,knowledge
 Java,content,knowledge
 SQL,content,knowledge
 Rprogramming,content,knowledge
 Tableau,content,knowledge
 Python,content,knowledge
OtherSkills,header,knowledge
 MS-Office,content,knowledge
 MS-Excel,content,knowledge
 MS-PowerPoint,content,knowledge
 MS-Word,content,knowledge
CERTIFICATIONS,header,education
 CertificateinMS-CITwith84%inJune-2011.,content,education
 CertificateinBusinessAnalyticsinMarch-2018.,content,education
 CertificateinDataVisualizationinMarch-2018.,content,education
RESUME,header,others
RESUME,header,others
"D. THIYAGARAJAN,",meta,others
"No.16, Gandhinagar,",meta,others
E-mail: thiyaga_rajan12@yahoo.com,meta,others
"Thirumullaivoyal,",meta,others
Mobile: 9840341909,meta,others
"Chennai – 600062,",meta,others
Objective:,header,others
"Translation of academic knowledge and experience gained over the years in my profession, through working in a competitive, professional and modern environment with full of challenges, opportunities for knowledge enrichment and growth.",content,others
Experience:,header,experience
DESIGNATION:,content,experience
ACCOUNTS ASSISTANTS,content,experience
Aug 2006 – May 2010 M/s. Airmaster Flowtec (P) Ltd. Ambattur Chennai.,content,experience
"· HVAC Manufacturer Company (Grills, Diffusers & Damper)",content,experience
DESIGNATION:,content,experience
ACCOUNTS OFFICER,content,experience
"June 2010 – May2011. M/s. Hansazone (P) Ltd. Ashok nagar, Chennai.",content,experience
· Pizza Hut.,content,experience
DESIGNATION:,content,experience
ACCOUNTS OFFICER,content,experience
"May 2011 – Till Date. M/s. NIIT Ltd. Anna Nagar, Chennai.",content,experience
· Computer course.,content,experience
RESPONSIBILITIES:,header,experience
Registers Maintenances:,content,experience
· Attendance,content,experience
· Letters inward and Outward,content,experience
· Sales Tax ‘C’ Forms ( Form 8 & 10),content,experience
· Purchase Register,content,experience
· Sales Register,content,experience
Files Maintenance:,header,experience
· Client Records,content,experience
· Staff Records,content,experience
· Payment and Receipt Records ( Cash/Cheque),content,experience
· Bank Statement,content,experience
· Invoices,content,experience
· Vat Tax Monthly Returns,content,experience
· Vat Tax Correspondence,content,experience
· Agreement / Legal Copy,content,experience
· General Files (ie office ecopy),content,experience
· Central Excise,content,experience
· TDS,content,experience
Regular day to day works:,header,experience
· Daily follow up ( Whatever given by MD),content,experience
· Communicate with Clients/Customers through phone,content,experience
· Writing petty cash and Bank Book,content,experience
· Bank Works,content,experience
· Letter Drafting,content,experience
· Every month the following report are submitted to MD,content,experience
a. Outstanding List (Debtors/Creditors),content,experience
b. Salary Statement,content,experience
c. Staff leave Calculation,content,experience
d. Accounts Status,content,experience
MAINTENANCE OF ACCOUNTS:,header,experience
"· Preparation of Cash / Bank, Payment & Receipt Vouchers",header,experience
· Central Excise,content,experience
"· Writing (Manual/Computer) Cash Book, Book from Vouchers and Ledger Posting",content,experience
· Preparation and Checking of Bank Reconciliation,content,experience
· Report on Outstanding Payable/ Receivable with the customers,content,experience
· TDS,content,experience
SALES TAX:,header,experience
· Maintenance of Sales tax “C” Form register,content,experience
· Preparation and filling of vat tax monthly returns,content,experience
· To coordinate with sales tax officials for getting “C” Forms,content,experience
EDUCATION QUALIFICATION:,header,education
QUALIFICATION,content,education
INSTITUATION,content,education
UNIVERSITY/BOARD,content,education
YEAR,content,education
B.COM.,content,education
Jaya College of Art & Science Chennai,content,education
University of madras,content,education
2006,content,education
HSC,content,education
"Singarampillai Hr,Sec School Chennai",content,education
State board,content,education
2003,content,education
SSLC,content,education
Nermal Hr.Sec. School Chennai,content,education
State Board,content,education
2001,content,education
TECHNICAL QUALIFICATION:,header,knowledge
· Typing 25-30 W.P.M (English),content,knowledge
PROFICIENCY IN COMPUTER:,header,knowledge
OPERATING SYSTEMS:,header,knowledge
· MS-Word,content,knowledge
· MS-Excel,content,knowledge
· MS-Power Point,content,knowledge
· Internet Applications,content,knowledge
ACCOUNTING PACKAGES:,header,knowledge
"· Tally 5.4, 7.2 , 9 & ERP 9 Version",content,experience
PERSONAL PROFILE:,header,others
· Father’s Name,header,others
: N. Devendran,meta,others
· Mother’s Name,header,others
: G.Jagadeeswari,meta,others
· Date of Birth,header,others
: 30.12.1983,meta,others
· Gender,header,others
: Male,meta,others
· Marital Status,header,others
: Unmarried,meta,others
· Nationality,header,others
: Indian,meta,others
· Religion,header,others
: Hindu,meta,others
· Caste,meta,others
: MBC,meta,others
· Mother Tongue,meta,others
: Telugu,meta,others
· Languages Known,header,knowledge
": Telugu, Tamil and English",meta,knowledge
DECLARATION:,header,others
I consider myself familiar with Commercial Aspects. I am also confident of my ability to work in a team.,meta,others
I hereby declare that the information famished is true to the best of my knowledge.,meta,others
Place: Chennai.,meta,others
SIGNATURE,meta,others
Date:,header,others
Refer by : (EP2012IR926340) Shailaja Rs,meta,others
(D.THIYAGARAJAN),meta,others
Prashant Rastogi,meta,others
Kanchan R,meta,others
Career Objective:,header,others
"To join an organization of repute, where I can work towards the accomplishment of",content,others
organizational &personal goals and objectives by utilizing my rich experience of Campus,content,others
Recruitment & Corporate Networking.,content,others
Profile Summary:,header,experience
A Literature Professional with 4 years of experience in Campus Recruitment & Corporate Relations.,content,experience
Experience Summary:,header,experience
"Jaipuria Institute of Management, Noida (22 Sep-08 to date)",content,experience
www.jimnoida.ac.in,content,experience
"About the Organization: Established in 2004 , Jaipuria Institute of Management, Noida, offers three AICTE approved two year full time Programme ( PGDM equivalent to MBA), PGDM – Services and PGDM – Marketing.",content,experience
Designation: Sr. Executive-Corporate Resource Cell (April-10 to date),content,experience
Designation: Executive-Corporate Resource Cell (Sep-08 to March-10),content,experience
Roles & Responsibilities:,header,experience
Placement assistance of around 240 students.,content,experience
Assistance of summer internship of around 240 students.,content,experience
"Arranging for MDP, Seminars, Guest Lectures.",content,experience
Arranging for industrial visits of students.,content,experience
Visiting companies for placement talks.,content,experience
"Maintaining corporate database, Follow ups.",content,experience
"Act as Campus coordinator of various technical and management institutions, interested in conducting campus drive at their college.",content,experience
"Building relations with HR managers of the companies, on behalf of colleges and maintain and strengthening those relations.",content,experience
"Placing proposals of the colleges with them, furnishing them the required details like student’s data, last placement records, and salaries expected, etc.",content,experience
"Confirming their manpower requirements, their recruitment process, and any terms & conditions for the short listed students.",content,experience
"Coordinating with HR’s and the colleges, for the dates, etc. of the campus drive.",content,experience
Taking care of complete logistic and administration activities.,content,experience
"Lining up the appropriate candidates for interviews, and taking the process to the end.",content,experience
Interacting with students including direct and indirect interaction providing them full information about their queries and dealing with their problems and complaints.,content,experience
"Coordinating with staff, students and management.",content,experience
Effectively handle responsibilities of team performance and escalations.,content,experience
Establish processes to improve functional effectiveness and team motivation.,content,experience
"BLS Institute of Management, Ghaziabad (June-07 to July-08) (13 months)",content,experience
www.blsim.org,content,experience
About the Organization: BLS is a pioneer management school which set up in the year 1997. Since then the institute has been imparting quality education in the field of Management and Information Technology. BLS is approved by AICTE since 1997.,content,experience
Designation: Executive-Corporate Relations,content,experience
Roles & Responsibilities:,header,experience
Placement assistance of around 240 students.,content,experience
Assistance of summer internship of around 200 students.,content,experience
"Arranging for MDP, Seminars, Guest Lectures.",content,experience
Arranging for industrial visits of students. Visiting companies for placement talks.,content,experience
Maintaining corporate database.,content,experience
Follow ups.,content,experience
Educational Qualification:,header,education
"M.A (English Literature) from Jai Narayan Vyas University, Jodhpur 2006.",content,education
B.C.A from MCRP University Bhopal 2003.,content,education
12th CBSE Board 2000.,content,education
10th CBSE Board 1998.,content,education
Team/People Management/Managerial Skills:,content,education
Good Communication skills.,header,knowledge
Good Interpersonal skills and qualities of Head and Heart.,content,knowledge
"Good Analytical, Logical and Convincing abilities.",content,knowledge
Good Organizing and Management Skills.,content,knowledge
Understand the importance of Team work in achieving Team’s objectives.,content,knowledge
"Understand the importance of cooperation, coordination and equality among the team.",content,knowledge
Understand that hierarchy in a team is to facilitate the smooth functioning of the team and should not become an impediment in the achievement of objectives of the team.,content,knowledge
Ability to keep people together and motivated through Appreciation and Recognition.,content,knowledge
Personal Details:,header,others
Date of Birth: 10-April-1981,meta,others
Marital Status: Married,meta,others
Languages Known: English and Hindi,meta,knowledge
"Present Address: B-103, 2nd floor, Parsavnath Paradise, Mohan Nagar, Ghaziabad.",meta,others
Email-ID: kanchu.1981@gmail.com,meta,others
Contact Number: 9350564159,meta,others
References available on request.,meta,others
I hereby declare that the above mentioned information is true to the best of my knowledge and,meta,others
belief.,meta,others
Date:………………,meta,others
Place:……………. (Kanchan R),meta,others
DIVYA KURIAN,meta,others
DIVYA KURIAN,meta,others
Venkateshwara PG,meta,others
"No.91/1, Doopanahalli",meta,others
"100 feet road, HAL 2nd stage, Bangalore",meta,others
divyakurian11@gmail.com | 9620116672,meta,others
OBJECTIVE,header,others
Human Resource Management professional aiming for a challenging Human Resource assignment with a leading organization to focus on my abilities so as to work towards achievement of the company’s goal and also to strengthen my skills and learning .,content,others
PROFESSIONAL EXPERIENCE,header,experience
Nidhusoft Solutions,content,experience
HR Manager January 2016 – Till Date,content,experience
· Completing recruitment procedures and selection as per staffing projections.,content,experience
"· Conducting the interview, salary negotiation and offer release.",content,experience
"· Employee life cycle: Conduct on boarding, joining formalities, inductions, employee records, background verification, file generation and documentation.",content,experience
· Handling the procedures for visa and work permit.,content,experience
· Payroll Management,content,experience
"· Defining plans, policies and procedures for the operational efficiency and employee development. Resolving employee grievances.",content,experience
· Coordinating with clients and consultants for the procedures.,content,experience
"· Coordinating with chartered accountant for tax computation, coordinating with employees to ease the tax filing process.",content,experience
"· Processed the exit interview, full & final settlement and released service certificates after ensuring that the employees owed no dues.",content,experience
· Office administration,content,experience
Mahajyothis limited,content,experience
Executive: HR and Recruitment July 2015 - December 2015,content,experience
"· Recruitment Cycle: Identification of vacancy, understanding the requirement, sourcing by qualification and experience, applying the sources eligibility criteria of recruitment. Screening the resumes, conducting telephonic round of interview and scheduling personal interviews with concerned department heads, short listing the candidate, conducting the final round and finalizing the candidates.",content,experience
"· Maintaining daily/weekly/monthly reports such as interview status reports, closure reports and feedback reports.",content,experience
"· Employee life cycle: Conduct on boarding joining formalities of employees, background",content,experience
"verification, employee engagement, employee database.",content,experience
· Employee database and attendance management. Maintain leaves and attendance.,content,experience
· Preparing and rolling out exit documents like relieving and experience letters.,content,experience
· Conducting training and development programs for employees on weekly basis.,content,experience
Source One Management Services Pvt.Ltd,content,experience
HR Executive October 2014 - July 2015,content,experience
"· Analyzing the requirement of organization, resourcing, screening and short listing resumes through various job portals. Identifying right candidates with required skill set, experience, and make sure that it should match with the requirement as per the client.",content,experience
"· Analyzing quality profile and contact them through phone or email and short list the profiles sourced and sending it to the respective hiring managers, recruit the people and follow up the candidates.",content,experience
"· Preparing reports on the number of closure, internal movements, and offer decline numbers to ensure the flow of work to reach the aspire rates.",content,experience
PERSONAL SKILLS,header,knowledge
"A team player, target oriented, quick learner, positive attitude, organizing and smooth handling of tasks, ability to manage several assignments simultaneously & open to learn new task.",content,knowledge
EDUCATIONAL QUALIFICATION,header,knowledge
Pursued B.E in Electronics and communication engineering from Visveswaraya Technological University,content,knowledge
PERSONAL DETAILS,header,others
DOB,meta,others
:20th November 1988,meta,others
Languages known,header,knowledge
":English, Malayalam and Kannada",meta,knowledge
Permanent address,meta,others
":Unniyappallil (H), Kottody (po)",meta,others
"Kasaragod (Dist.), Kerala",meta,others
Curriculum Vitae,header,others
Curriculum Vitae,header,others
Devarshi A. Patil,meta,others
patil.devarshi@yahoo.in,meta,others
Mobile-9768768276,meta,others
CAREER OBJECTIVE,header,others
To achieve a rewarding position in your organization where my skills can develop and contribute to your objective while furthering my profession.,content,others
EDUCATION QUALIFICATION,header,education
Degree,content,education
Year,content,education
Board /university,content,education
Class,content,education
M.M.S (Finance),content,education
2010,content,education
Mumbai,content,education
First,content,education
B.Com,content,education
2005,content,education
Mumbai,content,education
Second,content,education
H.S.C,content,education
2002,content,education
Maharashtra,content,education
First,content,education
S.S.C,content,education
2000,content,education
Maharashtra,content,education
Second,content,education
WORK EXPERIENCE,header,experience
· Worked as Accountant in C.A firm for 2 year,content,experience
Vidhadhar Hari Patil & Co,content,experience
From: Jan 2005 to April 2007,content,experience
KEY PROJECTS,header,project
· Summer Internship Project in Ratan Motors,content,experience
Tenure : May-July 2009.,content,experience
Project Title : financial aspects of Maruti Suzuki with reference to Ratan motors,header,project
Project Guide: Mr.prashant sahu,header,experience
· A project on Corporate Social Responsibility of Tata steel Ltd.,content,experience
· A project on “Comparative analysis on Non Performing Assets in private and public sector banks”,content,experience
ADDITIONAL QUALIFICATION,header,knowledge
"· Knowledge of MS-Office (MS-Word, MS-Excel) through MS-CIT Course.",content,knowledge
· Completed GDCA (Government Diploma in Co-Operations and Accountancy),content,education
PERSONAL DETAILS,header,others
Name,header,others
: - Devarshi Ashok Patil,meta,others
"Language Known : - English, Marathi, Hindi.",meta,knowledge
DOB : - 19th Oct 1983.,meta,others
Marital Status : - Single.,meta,others
Nationality : - Indian,meta,others
"Permanent Address : - At-Karave goan, Sec-36, Sai Wadi, H.no.376,",meta,others
"Post-Nerul, Navi Mumbai 400706",meta,others
"Hobbies and Interest : -, Movies, Computer Gaming, Astrology",meta,others
DECLARATION,header,others
I certify that the above mentioned information is correct up to my knowledge and I bear the responsibility for the correctness of the above mentioned particulars.,meta,others
Devarshi A. Patil,meta,others
Date: / /,meta,others
Place:,meta,others
Seenu Sah.K,meta,others
"7/352 Pillayar Kovil street,Gandhi nagar,",meta,others
"Medavakkam,",meta,others
Chennai – 600 100,meta,others
Email:Seenu20sah@gmail.com,meta,others
Mobile: +91-7200697082.,meta,others
Objective:,header,others
"To achieve a challenging position in the field, with my skills and abilities and to attain professional growth that would give an opportunity to bring out the best in me.",content,others
Education Qualification:,header,education
Courses,content,education
Institution,content,education
Percentage%,content,education
Year of Passing,content,education
B.COM,content,education
"Sri Sankara Arts and Science College, Enathur-Kancheepuram",content,education
64.5%,content,education
2015,content,education
HSC,content,education
"Dr. P. S. Srinivasa Higher Secondary School, Kancheepuram",content,education
53.58%,content,education
2012,content,education
SSLC,content,education
"Dr. P. S. Srinivasa Higher Secondary School, Kancheepuram",content,education
44.8%,content,education
2010,content,education
Professional Experience:,header,experience
Two years experience in Business Processing Outsourcing (Telecom).,content,experience
"Apr16-Feb17 – Contract period (Magna Infotech),",content,experience
Feb17-Jul18– Accenture private limited.,content,experience
Organization,content,experience
Designation,content,experience
Duration,content,experience
Accenture,content,experience
Billing Analyst,content,experience
Apr 2016 – Jul18,content,experience
Billing Analyst Responsibilities:,header,experience
· Ensure SLAs are met without fail.,content,experience
· Taking care of day to day deliverables for the team,content,experience
· Identifying and resolving process issues.,content,experience
· Send error free invoices to customer.,content,experience
· Contributing ideas related to the process.,content,experience
· Ensure queries are resolved within the timeline.,content,experience
· Sharing best Practices in the team.,content,experience
· Presentation taken on the process.,content,experience
· Responsible for conducting daily audits on billing activities to ensure quality control and eliminate revenue loss.,content,experience
· Ability to develop and maintain an effective relationship with client and Customer. This role significantly impacts the meeting of the overall billing objectives for quality and timeliness,content,experience
· Should have active participation in business and team meetings,content,experience
· Processing EB tickets and orders on a daily basis.,content,experience
· Invoice dispatching activity for every month.,content,experience
· Manual tasks have been performed on monthly basis.,content,experience
· Escalation and critical situations around the process were handled.,content,experience
· Communicating with clients over call and resolving billing queries and disputes and getting sign off for identified,content,experience
· Quality Check,content,experience
Skill set:,header,knowledge
"· Operating System : Windows 9x/2000/XP, Vista, Windows 7",content,knowledge
"· Package : MsOffice (Excel, Word & Powerpoint)",content,knowledge
Achievements,header,others
· Got Monthly award for my best performance.,content,others
· Participated in the deal competition for Badminton events and also in deal events.,content,others
Co-curricular Activities,content,others
· Participated in fashion show and as well in all entertainment events in my organization.,content,others
"· Getting the access for the New Joiners for the client tools and as well for Organization like share drive access, Domain, ETC and also helping them in configuring them in their system.",content,others
· I had lead a badminton team in behalf of my project.,content,others
· Organized Mime and Fashion show for our 10th year celebration in front of our client and got recognized for that.,content,others
Personal Details:,header,others
Father Name : Kumar Sah,meta,others
Date of Birth : 17-04-1995,meta,others
Gender : Male,meta,others
"Languages Known : English, Tamil, Shavrashtra",meta,knowledge
Nationality : Indian,meta,others
Place: Chennai,meta,others
Date: (Seenu Sah K),meta,others
Umar Azeem Khan,meta,others
Contact: +971-509705493 ~ E-Mail: umar1005@live.com,meta,others
"OBJECTIVE: To become a successful database administrator with in-depth technical knowledge and excellent management skills, searching for position that invites technical challenges in database administration. Currently working in Pact Employment Services with a total experience of 4 years and 2 months in the IT domain.",content,others
Profile Summary,header,experience
"· Database administrator working in 24*7 support environment handling critical databases on SQL Server 2005,2008,2008r2, 2012 & 2016 Standalone & Cluster systems",content,experience
· Interacting with higher management and other stake holders about their requirements and implementing the same.,content,experience
"· Strong knowledge in Installing, configuring & managing SQL Server 2005,2008,2008r2, 2012 & 2016 Standalone & Cluster systems",content,knowledge
"· Knowledge of High Availability (Clustering) , Disaster Recovery (Log shipping& Mirroring) & HADR(Always on) options for MSSQL Server",content,experience
· Migrating SQL Server databases to newer versions,content,experience
"· Knowledge of DTS,SSRS & SSIS",content,knowledge
· Hardening of SQL Server as per audit requirement,content,experience
"· Good expertise in Performance Tuning , using Performance Monitor, SQL Profiler, Extended events, Execution plans & Query Store",content,experience
"· Design and implement database health check process, security policy and backup contingency tests",content,experience
· Knowledge of configuring various SQL Server alerts using Database mail,content,knowledge
"· knowledge of database backups, restores ,logins ,user ,roles, link server & index management",content,knowledge
"· Experience in troubleshooting SQL server related CPU, Memory & I/O resource contention , Blocking and Deadlocking Issues, Log Shipping & mirroring Issues , Connectivity & Security Issues",content,experience
"· Documentation Report/Review – Site Documents, System Study, Backup Policy, Security Policy, Patch Management Document, Activity Report, Incident Report, Plan of Action, Monthly Service Report etc.",content,experience
"· Knowledge of SQL Server tools (Profiler, SSMS, Configuration Manager, Perfmon & Extended events)",content,knowledge
· Good Documentation Skills and Communication Skills,content,experience
EDUCATION,header,education
Degree,content,education
Institute,content,education
Board/University,content,education
Year,content,education
Performance (CGPA or %),content,education
B.Tech(Electronics),content,education
"NMIMS, MPSTME",content,education
NMIMS,content,education
2013,content,education
3.25/4(78.08%),content,education
XII,content,education
Cosmopolitan College Of Arts Science And Commerce,content,education
Maharashtra Board,content,education
2008,content,education
64.17%,content,education
X,content,education
St . Joseph High School,content,education
Maharashtra Board,content,education
2006,content,education
72.53%,content,education
TECHNICAL SKILLS,header,knowledge
"· MS SQL Technologies Worked On-MS SQL Log Shipping, Database Mirroring, Replication, AlwaysOn FCI & Availability Group ,Performance Monitoring and tuning.",content,knowledge
